"rpt_rec_num","Provider CCN","Hospital Name","Street Address","City","State Code","Zip Code","County","Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Number of Beds + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor: Direct Patient Care","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable","Inventory","Prepaid Expenses","Other Current Assets","Total Current Assets","Land","Land Improvements","Buildings","Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets","Investments","Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG Amounts Before October 1","DRG Amounts After October 1","Outlier Payments For Discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Total Patient Revenue","Less Contractual Allowance and Discounts on Patients' Accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone CHIP","Stand-Alone CHIP Charges"
799936,011306,TANNER MEDICAL CENTER ALABAMA  INC.,1032 MAIN STREET SOUTH,WEDOWEE,AL,36278,,99901,R,CAH,1,2,07/01/2023,06/30/2024,88.18,,,486,4,1192,15,5490,,72,2,225,15,,191,4,570,15,5490,,72,2,225,2006903,1412142,2610657,2610657,9411643,8927205,1646759,20800078,3622786,43445403,47068189,,,,,,,552132,10945253,,11889765,-10806502,281041,,1339000,13205026,,,34969126,,,,,,19494427,,220443,220443,32919896,801641,560415,,48760,,177096,30113293,,,,180286,180286,30293579,2626317,2626317,32919896,,,,,,,,,6062359,41005830,47068189,33805132,13263057,18338847,-5075790,6394321,1318531,,1318531,0.441914,979888,5671375,,
799977,171361,GREAT PLAINS OF REPUBLIC CO.  INC,2420 G STREET,BELLEVILLE,KS,66935-,REPUBLIC,99917,R,CAH,1,9,10/01/2022,09/30/2023,139.24,,,1314,23,5469,25,9125,,291,,466,25,,863,,1352,25,9125,,291,,466,247071,544193,646802,1445805,8588208,11602055,425114,19444041,5840548,16073681,21914229,,,,,,,1274584,,,3277021,,299226,133983,,4984814,14107,604041,10697129,,4923103,6723728,,,9092555,3049856,,3049856,17127225,767777,1564196,199372,84823,,52,2616220,,299649,,,299649,2915869,14211358,14211358,17127227,,,,,,,,,5840548,16362435,22202983,4938299,17264684,20190263,-2925579,2859000,-66579,,-66579,0.887279,521653,1844647,,
799978,180013,THE MEDICAL CENTER,250 PARK STREET,BOWLING GREEN,KY,42102-9010,WARREN,14540,U,STH,1,2,04/01/2023,03/31/2024,1837.2,70.14,,20217,1815,82733,304,113244,,3546,376,14911,304,,14303,1302,54657,222,83232,,3546,376,14911,4405092,12015452,7418136,7418136,133860876,352272029,14886963,371021205,767910486,775072615,1542983101,36865043,,133860876,21853004,,,65769894,,,97399463,-41623464,17799377,7468168,,143480961,18137224,6227000,205373327,,7531998,204827231,,,133344289,2177313,779136918,781314231,1058139481,24834920,12648464,,7184272,507109,6125349,53819248,,412500,,252084850,252497350,306316598,751822883,751822883,1058139481,,18841967,21933526,,1764559,0.1731,42144743,4911571,797698969,777259105,1574958074,1047165608,527792466,486132905,41659561,33436825,75096386,,75096386,0.240457,64753137,336663693,,
799982,234043,CEDAR CREEK HOSPITAL,101 W TOWNSEND RD,SAINT JOHNS,MI,48879,CLINTON,29620,U,PH,4,4,09/01/2023,08/31/2024,118.8,,,505,,17819,59,21594,,49,,2114,59,,505,,17819,59,21594,,49,,2114,,,,,7974028,8331748,585811,12697929,35624000,1174030,36798030,,,,,,,603200,,,3755309,,79942,136939,,4575390,1577000,,13835443,,,1284540,,,9656931,,8338839,8338839,22571160,269978,735341,,109968,,-29140,3576220,,,,,,3576220,18994940,18994940,22571160,,,,,,,,,36094793,1174030,37268823,11618931,25649892,18922701,6727191,79612,6806803,,6806803,,,,,
800000,334021,MOHAWK VALLEY P.C.,1400 NOYES ST.,UTICA,NY,13502-3803,ONEIDA,46540,U,PH,4,10,04/01/2023,03/31/2024,293.7,,,,6876,7015,77,28182,,,47,271,77,,,6876,7015,77,28182,,,47,271,,,,,24842729,7190131,2389902,41596989,95664,9366663,9462327,16011140,,24842729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32032860,-32032860,,-32032860,,-32032860,,,,,
800008,360354,WEST CHESTER HOSPITAL  LLC,7700 UNIVERSITY DRIVE,WEST CHESTER,OH,45069-2505,BUTLER,17140,U,STH,1,2,07/01/2023,06/30/2024,1076.06,20.89,,11485,1571,46576,163,59658,,2595,367,10999,163,,10361,1342,39750,145,53070,,2595,367,10999,5580363,17806023,9167472,17970607,86708978,199454172,14164814,255560334,528494226,764066766,1292560992,19351862,,86537025,1554756,,100558,,,,189861645,-148282084,1234393,,,-20562510,16914886,4011536,111712730,5344018,59682739,112125828,,,125080399,,532940,532940,105050829,1711487,,35714,,98450,3305134,5150785,,,,317882,317882,5468667,99582162,99582162,105050829,,5463974,16518004,,375342,0.0683,26860657,439771,533541088,758808476,1292349564,1009920930,282428634,286163150,-3734516,4620647,886131,,886131,0.197716,24264270,175122655,,
800026,394027,FAIRMOUNT HOSPITAL,361 FAIRTHORNE AVE,PHILADELPHIA,PA,19128,PHILADELPHIA,37964,U,PH,4,4,07/01/2023,06/30/2024,406.69,,,2364,592,49697,169,61685,,143,69,3398,169,,2364,592,49697,169,61685,,143,69,3398,,,,,28381023,31060965,1098594,41089550,106730910,1646201,108377111,,,,,,,-114445,,,9595743,,49211,363621,82594865,92488995,630000,,19825020,,,5608093,,,10883406,,1744823,1744823,105117224,1961750,2232082,,55898,,,-29000035,,,,,,-29000035,134117259,134117259,105117224,,,,,,,,,106730910,1646201,108377111,66544710,41832401,49520517,-7688116,827275,-6860841,,-6860841,,,,,
800043,450690,UT HEALTH CENTER AT TYLER,11937 US HIGHWAY 271,TYLER,TX,75710,SMITH,46340,U,STH,1,10,09/01/2023,08/31/2024,1607.11,55.83,,1061,10,9656,116,42456,,197,3,1668,130,,1061,10,9656,116,42456,,197,3,1668,2836915,13030936,6265122,6537497,225727240,189883650,16007100,149723456,60937810,515243096,576180906,21514367,,220386820,1258169,213288,4897933,100018186,,,121895470,-85071614,3588256,,337307,295021372,5118557,,263470595,8746855,7122723,121266663,,,138362543,,128616862,128616862,562000777,26623144,15217881,6769130,,,12075656,70359633,,,,,,70359633,45924179,491641144,562000777,,142148,1269164,,123490,0.35,1946963,106139,89852663,581109436,670962099,493747124,177214975,436404698,-259189723,276771432,17581709,,17581709,0.259855,7529884,33254014,2673,808034
800053,504011,CASCADE BEHAVIORAL HEALTH,12844 MILITARY ROAD SOUTH,TUKWILA,WA,98168,KING,42644,U,PH,4,4,01/01/2023,07/31/2023,221.7,,,2955,136,10435,137,29044,,178,11,1081,137,,2955,136,10435,137,29044,,178,11,1081,,,,,9429281,7378049,922393,17175560,23998200,2200425,26198625,,,,,,,191207,,,765244,-816257,,,16392,156586,,,,,,,,,,,,,156586,-32158,1090,,,,72798,41730,,,,-4560983,-4560983,-4519253,4675839,4675839,156586,,,,,,,,,23998200,3178400,27176600,14689667,12486933,16807330,-4320397,10028268,5707871,417981,5289890,,,,,
800068,040779,FIVE RIVERS MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,POCAHONTAS,AR,72455,RANDOLPH,99904,R,STH,12,10,09/01/2023,09/30/2024,104.35,,,,,,,,,,,,,,,,,,,,,,,489132,1165033,1121833,1832229,10593338,10325518,514444,14586342,,26858737,26858737,,,,,,,1661683,,,1233788,,184710,21023,,3536851,271346,,1299540,,3506282,,,,2293370,,5770143,5770143,11600364,402632,1049353,,183215,,,1635200,,5933925,,,5933925,7569125,4031239,4031239,11600364,,,,,,,,,,35697737,35697737,23974478,11723259,20918856,-9195597,6865048,-2330549,,-2330549,0.543076,497069,2223382,,
800074,054028,GATEWAYS HOSPITAL,1891 EFFIE STREET,LOS ANGELES,CA,90026,,,NA,PH,4,3,07/01/2023,06/30/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800209,171303,LANE COUNTY HOSPITAL,235 W VINE,DIGHTON,KS,67839-,LANE,99917,R,CAH,1,9,01/01/2023,12/31/2023,47.99,,,228,,6798,25,9125,,36,,46,25,,85,,115,25,9125,,36,,46,1283,221233,262475,398272,3480754,4179566,105891,7218856,1867077,3297546,5164623,,,,,,,1631881,1478979,,1126001,,110719,311516,,4659096,31968,90224,3189770,,900453,1671576,,,1409795,18863,443317,462180,6531071,95764,527430,82881,287766,,227936,1221777,,173227,,,173227,1395004,5136067,5136067,6531071,,,,,,,,,1900307,3403125,5303432,-1005679,6309111,7660320,-1351209,1172977,-178232,,-178232,1.397751,115180,179558,,
800221,192012,RIVERSIDE HOSPITAL-EAST,3330 MASONIC DRIVE,ALEXANDRIA,LA,71301,RAPIDES PARISH,10780,U,LTCH,2,4,09/01/2023,08/31/2024,20,,,1367,1767,4747,25,9150,,56,90,229,25,,1367,1767,4747,25,9150,,56,90,229,,,,,2765584,4227923,53340,7755105,15711636,11720,15723356,,,2765584,,,,-58332,,,1762204,,,-63098,,1640774,,,,,,393406,,,338958,,,,1979732,1994432,-35720,,,,-425476,1533236,,,,,,1533236,446496,446496,1979732,,,,,,,,,15723356,,15723356,9798131,5925225,6993507,-1068282,-347613,-1415895,-4942,-1410953,,,,,
800224,220074,SOUTHCOAST HOSPITALS GROUP  INC,363 HIGHLAND AVE,FALL RIVER,MA,02720,BRISTOL,39300,U,STH,1,2,10/01/2022,09/30/2023,4111.38,,,55965,16160,148359,635,231775,,10560,2278,28805,665,,50787,8919,123865,562,205130,,10560,2278,28805,8286191,18136013,14018806,14018806,377068564,657024120,50885097,851670576,1113889959,1736131528,2850021487,96473735,,377068564,30459063,,,34903368,2098966,,114005373,-16152989,19753939,12201732,2080484,217531624,14040936,3595435,268924550,213057167,32609034,277123810,,140547094,323359061,90352724,413429435,503782159,1044672844,56307819,13693585,,11438336,,75093431,156533171,225102119,,,65444916,290547035,447080206,514869413,597592638,1044672844,,,138225248,,5342406,0.1546,,,1113962836,1737932691,2851895527,1937657272,914238255,1034092684,-119854429,230996334,111141905,,111141905,0.29883,156154592,621818743,,
800225,220075,MASSACHUSETTS EYE AND EAR INFIRMARY,243 CHARLES STREET,BOSTON,MA,02114,SUFFOLK,14454,U,STH,1,2,10/01/2022,09/30/2023,1259,38.83,,1380,211,4394,41,14965,,350,,1127,41,,1380,211,4394,41,14965,,350,,1127,3263853,5856734,5434277,7825216,121694283,279025425,23259160,238962867,56608686,581252645,637861331,16091182,,121619159,2016267,,885663,-100755766,284747212,,28443785,,,,9013121,228453828,28370000,,262714887,,,103590070,,,175784189,186927352,58998287,245925639,650163656,13848626,13170810,,10042483,,6152227,43214146,,129827117,,72836291,202663408,245877554,404286102,404286102,650163656,,5311350,,,63869,0.0481,2445995,1977023,56591546,581269787,637861333,348542808,289318525,400778092,-111459567,110084699,-1374868,,-1374868,0.374631,23997657,63964716,,
800252,351320,UNITY MEDICAL CENTER,164 WEST 13TH STREET,GRAFTON,ND,58237-,WALSH,99935,R,CAH,1,2,07/01/2023,06/30/2024,110,,,1533,23,2373,14,5124,,81,4,116,14,,257,23,392,14,5124,,81,4,116,16811,542471,490968,657830,13291788,16213613,2100244,27810804,3965872,27851811,31817683,,,,,,,5380572,,,2991170,,268890,182671,6511733,15475131,101237,1503803,19194754,,11874768,4647975,,,24826361,,1714993,1714993,42016485,1092174,1578556,,,,300347,2971077,22468083,,,,22468083,25439160,16577325,16577325,42016485,,,,,,,,,3166477,29280768,32447245,4510234,27937011,29505401,-1568390,2190118,621728,,621728,0.874068,1350691,1736196,,
800253,352005,VIBRA HOSPITAL OF CENTRAL DAKOTAS  L,1000 18TH STREET N.W.,MANDAN,ND,58554,MORTON,13900,U,LTCH,2,4,08/01/2023,07/31/2024,66.57,,,1003,992,4194,41,15006,,35,26,125,41,,1003,992,4194,41,15006,,35,26,125,,,,,3965910,5047259,340750,9058352,33520380,,33520380,,,,,,,-566936,,,696631,-34881,179622,392589,,47996199,,,1427804,146128,831574,1922,,,60316,,-1115055,-1115055,46941460,2753896,267531,-684134,,,405474,6810484,,,,1729276,1729276,8539760,38401700,38401700,46941460,,,,,,,,,33849938,,33849938,9739359,24110579,9013169,15097410,5521,15102931,,15102931,,,,,
800326,044005,BRIDGEWAY HOSPITAL,21 BRIDGEWAY ROAD,LITTLE ROCK,AR,72113,PULASKI,30780,U,PH,4,4,01/01/2023,12/31/2023,146.6,,,893,2322,19121,121,44165,,116,308,2512,123,,893,2322,19121,121,44165,,116,308,2512,,,,,9611456,10798703,99600,17958154,43411932,2305380,45717312,,,,,,,-79332,,,1592063,,87069,78775,,1678575,1510000,,25481765,,,2500030,,,16347825,,2562129,2562129,20588529,81619,844167,,,,,-14393241,,,,,,-14393241,34981770,34981770,20588529,,,,,,,,,43411932,2305380,45717312,27623312,18094000,18553543,-459543,146767,-312776,,-312776,,,,,
800353,053039,CALIFORNIA REHABILITATION INSTITUTE,2070 CENTURY PARK EAST,LOS ANGELES,CA,90067,LOS ANGELES,31084,U,RH,5,4,01/01/2023,12/31/2023,520.25,,,28870,,47739,138,50370,,2202,,3349,138,,28870,,47739,138,50370,,2202,,3349,,,,,62463543,74503106,2243509,119488497,577246551,3255958,580502509,9197430,,62463543,4365952,,,,,,18826563,,,955241,330085,20163964,,,3334338,2884439,,10956295,,,8182533,,112946882,159862407,188208904,2714976,10724693,,,,7378241,29802149,,,,56020388,56020388,85822537,102386367,102386367,188208904,,,,,,,,,577246550,3223927,580470477,433752106,146718371,137466136,9252235,197553,9449788,-1262052,10711840,,,,,
800359,070025,HARTFORD HOSPITAL,80 SEYMOUR STREET,HARTFORD,CT,06102-,HARTFORD,25540,R,STH,1,2,10/01/2022,09/30/2023,6856.11,286.96,,50260,51980,232644,723,264260,,8491,8203,39212,946,,42621,42882,194368,616,225205,,8491,8203,39212,24361522,33473940,34575896,135524823,692765724,1602792483,92990492,1618733786,3374389831,1947219233,5321609064,136875262,9073654,692765724,70515688,476775,1979471,103991816,,,485866250,-268354767,46354337,6171688,264394501,659637372,10633596,25040507,788109250,82310952,479633867,,,,415965786,888907554,417351428,1306258982,2381862140,77588758,37387332,,,,70828518,185804608,,,,579583594,579583594,765388202,1616473938,1616473938,2381862140,,,134011970,,4586560,0.1369,183486911,24968440,3487497832,2075998778,5563496610,3720558646,1842937964,2295558207,-452620243,511522933,58902690,,58902690,0.304181,251683094,1117866109,,
800360,070028,ST. VINCENTS MEDICAL CENTER,2800 MAIN STREET,BRIDGEPORT,CT,06606-4201,FAIRFIELD,14860,R,STH,1,2,10/01/2022,09/30/2023,1697.52,47.9,,15898,12690,64938,219,79433,,2619,2829,12236,315,,14481,10150,56336,202,74623,,2619,2829,12236,11141725,15554533,15388342,46648333,161669083,446284113,17135646,515978398,1075086389,835686574,1910772963,38257386,,161669083,20970211,,1181079,23661511,,,174565076,-126665427,12388335,978052,,89700950,12860500,30202,132358052,1698295,74991719,,,,182488718,28357442,14810018,43167460,315357128,24289600,8807992,,,,22556235,55653827,,,,166714732,166714732,222368559,92988569,92988569,315357128,,,45189871,,1444946,0.1279,53907942,5204020,1070223757,852257153,1922480910,1374305347,548175563,607953199,-59777636,37439516,-22338120,-1,-22338119,0.270036,90537525,410686150,,
800374,110071,APPLING GENERAL HOSPITAL,301 EAST TOLLISON STREET,BAXLEY,GA,31513,APPLING,99911,R,STH,1,9,09/01/2023,08/31/2024,132.83,,,264,47,872,34,12444,,67,14,224,165,,253,47,803,31,11346,,67,14,224,133422,4796956,2589197,2617948,14773436,19952952,1333383,32404949,20068465,41905397,61973862,1219266,132878,14773436,,,,526076,159369,,14426877,-10390396,719229,,1498901,6903521,568809,784225,44641484,,,,,,16237109,,677516,677516,23818146,3870815,2649832,,1003037,,319680,8313010,,6370253,,392458,6762711,15075721,8742423,8742423,23818144,,34845,405837,,9354,0.0849,,,24798834,38482175,63281009,34823413,28457596,34726388,-6268792,3228976,-3039816,,-3039816,0.522881,2100167,5716758,46041,143038
800390,141324,FERRELL HOSPITAL,1201 PINE STREET,EL DORADO,IL,62930,SALINE,99914,R,CAH,1,2,04/01/2023,03/31/2024,249.9,,,2083,5,3258,25,9150,,301,2,504,25,,934,5,1589,25,9150,,301,2,504,763384,3039033,2062373,5230289,20887665,37997069,2529340,64535083,12980116,108936853,121916969,,,,,,,1824025,,,4859205,,1178122,544184,,9100016,298577,,19509447,,,31411466,,,36087794,,5426239,5426239,50614049,5808898,1957025,50431,1169988,,,8986342,,34863760,,,34863760,43850102,6763947,6763947,50614049,,,,,,,,,13037448,109442936,122480384,66670242,55810142,58884734,-3074592,2754909,-319683,,-319683,0.529336,3601657,21039095,,
800392,144042,LAKE BEHAVIORAL HOSPITAL,2615 WASHINGTON ST,WAUKEGAN,IL,60085,LAKE,29404,U,PH,4,5,01/01/2023,12/31/2023,273,,,3873,1621,44836,161,58765,,313,221,4887,161,,3873,1621,44836,161,58765,,313,221,4887,,,,,16292251,19699880,2131028,33676687,97291950,3554743,100846693,,,,,,,753601,,,6079162,-2224012,69286,147036,,4825073,,,30000000,3343672,,2028605,,,27879559,,383565,54380790,87085422,1683580,955682,,,,196907,2836169,,27935521,,19310568,47246089,50082258,37003164,37003164,87085422,,,,,,,,,105442743,3554743,108997486,65735587,43261899,35992131,7269768,5902192,13171960,,13171960,,,,,
800564,100117,BAPTIST MEDICAL CENTER-BEACHES,1350 THIRTEENTH AVENUE SOUTH,JACKSONVILLE BEACH,FL,32250,DUVAL,27260,U,STH,1,2,10/01/2022,09/30/2023,685.29,,,12103,477,35046,135,49275,,2538,86,8036,135,,12103,446,33517,135,49275,,2538,86,8036,5448667,14813565,7855510,7855510,53593635,122368313,10566447,166818600,512731788,543167857,1055899645,11391415,,53475000,515119,,,1000,,,46285000,-21783000,2209000,4480000,,32077000,4858000,,110568000,,85166000,5864000,,,77178000,77629000,26251000,157486000,266741000,17029000,,,,,17059000,34088000,,,,231000,231000,34319000,232422000,232422000,266741000,,,20182667,,238156,0.0472,12825650,,512731789,543167856,1055899645,869855000,186044645,175961948,10082697,10071841,20154538,-273462,20428000,0.157987,,,,
800568,100140,BAPTIST MEDICAL CTR-NASSAU,1250 SOUTH 18TH STREET,FERNANDINA BEACH,FL,32034,NASSAU,27260,U,STH,1,2,10/01/2022,09/30/2023,418.21,,,4593,93,10651,54,19710,,1195,21,3154,54,,4593,93,10651,54,19710,,1195,21,3154,3309330,7690028,4506875,4506875,26571693,56347280,6135610,70168307,151921961,311691740,463613701,5618873,,26571693,,,,1000,,,22029000,-10491000,1612000,2342000,1511000,17004000,2366000,,76865000,,43805000,10163000,,,72063000,15307000,8564000,65976000,155043000,7485000,,,,,9124000,16609000,,,,231000,231000,16840000,138203000,138203000,155043000,,,8996425,,,,5504241,,151921961,311691740,463613701,368084000,95529701,82918973,12610728,2921272,15532000,,15532000,0.151351,,,,
800575,102032,LANDMARK HOSPITAL OF SOUTHWEST FLORI,1500 LEE BLVD. FL 3,LEHIGH ACRES,FL,33936,LEE,15980,U,LTCH,2,5,09/01/2023,08/31/2024,49,,,3164,209,6174,32,11712,,119,1,214,32,,3164,209,6174,32,11712,,119,1,214,,,,,3709124,7864490,80295,11992798,49769659,,49769659,,,3709124,,,,461725,,,2551853,,89867,24142,,3127587,,,,113845,561649,243603,,,4323016,,,38524,7489127,4948373,6209,,,,17011399,21965981,,,,,,21965981,-14476854,-14476854,7489127,,,,,,,,,49769659,,49769659,40581506,9188153,11573614,-2385461,48181,-2337280,,-2337280,,,,,
800596,234042,BEHAVIORAL CENTER OF MICHIGAN,4050 EAST 12 MILE RD,WARREN,MI,48092,,47664,U,PH,4,4,01/01/2023,12/31/2023,109,,,1970,,14545,42,15330,,148,,1278,42,,1970,,14545,42,15330,,148,,1278,,,,,6894583,6034708,129700,12952386,23225000,,23225000,,,,,,,1117972,,,1231357,-1019436,12200,341617,,3800973,,,,5590114,,981248,,,3971879,,,,7772852,1630625,366633,,4815049,,,7237307,,,,,,7237307,535545,535545,7772852,,,,,,,,,23225000,,23225000,10161022,13063978,12929291,134687,4884543,5019230,-251421,5270651,,,,,
800618,360137,UH CLEVELAND MEDICAL CENTER,11100 EUCLID AVENUE,CLEVELAND,OH,44106-5022,CUYAHOGA,17460,R,STH,1,2,01/01/2023,12/31/2023,7992.57,596.02,,30373,10724,184465,656,238576,,4531,862,29192,656,,24138,4779,142628,547,198791,,4531,862,29192,25498088,20055351,31152260,106018863,704050312,1867567401,124622609,1803947386,2961523238,3543792854,6505316092,123822484,,692319942,67611385,,11017761,-83000,,,978979000,-596938000,58193000,36551000,55103000,627345000,15760000,24623000,1215562000,16075000,35962000,661656000,41319000,,617786000,2915000,177005000,179920000,1425051000,136546000,-51000,,,66509000,25149000,228153000,,,,38076000,38076000,266229000,1158822000,1158822000,1425051000,,55956773,16334047,,3524178,0.195,106948653,28422654,3322611694,3816400864,7139012558,4630688974,2508323584,2571617713,-63294129,235277459,171983330,,171983330,0.277304,208530397,1021972277,,
800663,461306,GUNNISON VALLEY HOSPITAL,64 EAST 100 NORTH,GUNNISON,UT,84634-,SANPETE,99946,R,CAH,1,9,07/01/2023,06/30/2024,141.85,,,1122,256,2588,25,9150,,124,75,453,25,,489,192,1319,25,9150,,124,75,453,308443,845596,761509,994235,12271060,123671573,1850202,23005496,7574875,35169264,42744139,,,,,,,49963776,3949464,,20132334,-5207353,1974061,233440,,73598153,2264592,,26489417,59469,,20839213,,,23453066,4963288,17654545,22617833,119669052,20252772,1012799,,9845991,,9268,31120830,5367220,,,366229,5733449,36854279,82814773,82814773,119669052,,,,,,,,,7605626,151360944,158966570,20177624,138788946,135942633,2846313,6759944,9606257,13584,9592673,0.538214,1556427,3323374,6114,12228
800698,191319,ACADIA-ST. LANDRY HOSPITAL,810 SOUTH BROADWAY,CHURCH POINT,LA,70525,ACADIA PARISH,29180,R,CAH,1,11,07/01/2023,06/30/2024,83.94,,,1202,9,2023,15,5490,,21,4,44,25,,57,9,127,15,5490,,21,4,44,,559123,543000,543000,5438586,10791496,185481,15675223,5024507,8242797,13267304,,,,,,,2869012,6946,,3086009,-1574709,260683,141451,,4796229,355572,51881,4754344,,,3418704,,,2483591,5091717,1984436,7076153,14355973,397318,275244,78231,,,,750793,,,,,,750793,13605180,13605180,14355973,,,,,,,,,5024551,8917003,13941554,-2003601,15945155,16789205,-844050,1260665,416615,,416615,1.181493,4246767,1568668,,
800708,284003,LINCOLN REGIONAL CENTER,FOLSOM & PROSPECTOR,LINCOLN,NE,68509-4949,,30700,U,PH,4,2,07/01/2023,06/30/2024,531,,,135,3426,79433,266,97356,,3,16,28,266,,135,3426,79433,266,97356,,3,16,28,,,,,43997584,35254793,299530,24666453,20829929,,20829929,,,43997584,792552,,,3121763,,,,,,,,3121763,,,6632908,,,1225358,,,3832939,,,,6954702,,,,,,,,,,,,,,6954702,6954702,6954702,,,,,,,,,64853191,,64853191,51925417,12927774,79252377,-66324603,3260,-66321343,,-66321343,,,,,
800727,450469,WILSON N JONES REGIONAL MEDICAL CTR,500 NORTH HIGHLAND AVENUE,SHERMAN,TX,75092,GRAYSON,43300,U,STH,1,6,01/01/2023,12/31/2023,298.13,,,2175,47,11582,214,78110,,470,20,2045,226,,1759,47,9574,204,74460,,470,20,2045,891823,737912,1105298,1190650,20371369,21601812,1263975,38471260,104076650,71019976,175096626,3844914,,20371369,783999,,,474604,,,79981178,-11982771,1341472,1056579,-20529866,49701573,1701756,,22636077,,,13528082,,,17049248,43250,-63582428,-63539178,3211643,16130148,1439254,4969470,,5304239,17311997,45155108,,,,-18382750,-18382750,26772358,-23560715,-23560715,3211643,,,3913318,,26513,0.0271,,,104076649,71019977,175096626,107498682,67597944,41973181,25624763,2838632,28463395,2,28463393,0.219714,72824,719921,,
800730,451384,D.M. COGDELL MEMORIAL HOSPITAL,1700 COGDELL BLVD,SNYDER,TX,79549-,SCURRY,99945,R,CAH,1,11,01/01/2023,12/31/2023,221.07,,,692,34,2286,25,9125,,128,15,495,25,,412,15,1398,25,9125,,128,15,495,4528757,2939895,6645056,7752185,21263262,29428780,3382385,45079495,7805784,53096206,60901990,,,,,,,3146929,,305833,13934931,-12657549,2162993,1013133,,11021752,192920,274996,51653490,2807367,,25662729,,,32393649,,1261230,1261230,44676631,7497541,1491188,1558140,12128460,-3593516,13424960,32506773,,-3683071,,,-3683071,28823702,15852929,15852929,44676631,,,,,,,,,7938494,55793795,63732289,33171960,30560329,50692042,-20131713,18713847,-1417866,,-1417866,0.740197,1063145,2480937,23727,95887
